plateId,C3,,C5,,C8,,C4,,O91,,AT4,,SCAAT3,,OO9,
P86F05,121,121,122,151,146,146,253,261,274,292,291,297,444,444,446,452
P86F06,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86F07,124,124,157,157,133,133,263,263,259,259,293,293,380,380,391,391
P86F08,124,124,157,157,133,133,263,263,259,259,293,293,380,380,391,391
P86F09,124,124,120,120,130,130,279,279,254,254,279,279,397,397,420,420
P86F10,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86F11,124,124,157,157,133,133,263,263,259,259,293,293,380,380,391,391
P86F12,124,124,120,120,130,130,279,279,254,254,279,279,397,397,420,420
P86G01,124,124,166,166,133,133,263,263,259,259,277,277,373,373,420,420
P86G02,124,124,120,133,133,133,266,266,254,254,277,277,400,400,420,420
P86G03,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86G04,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86G05,124,124,166,166,133,133,263,263,259,259,277,277,373,373,420,420
P86G06,121,121,122,151,146,146,253,261,274,292,291,297,444,444,446,452
P86G07,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86G08,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86G09,124,124,157,157,133,133,263,263,259,259,293,293,380,380,391,391
P86G10,124,124,120,120,130,130,279,279,254,254,279,279,397,397,420,420
P86G11,124,124,157,157,133,133,263,263,259,259,293,293,380,380,391,391
P86G12,124,124,124,124,153,153,258,258,280,280,293,293,388,388,431,431
P86H01,115,121,124,132,139,146,307,310,268,316,276,289,438,483,423,434
P86H02,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86H03,121,121,122,151,146,146,253,261,274,292,291,297,444,444,446,452
P86H04,121,121,122,151,146,146,253,261,274,292,291,297,444,444,446,452
P86H06,124,124,166,166,133,133,263,263,259,259,277,277,373,373,420,420
P86H07,124,124,157,157,133,133,263,263,259,259,293,293,380,380,391,391
P86H08,124,124,120,120,130,130,279,279,254,254,279,279,397,397,420,420
P86H09,124,124,120,120,130,130,279,279,254,254,279,279,397,397,420,420
P86H10,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86H11,124,124,157,157,133,133,263,263,259,259,293,293,380,380,391,391
P87A01,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P87A02,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P87A03,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P87A04,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P87A05,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P87A06,124,124,157,157,130,133,263,263,255,259,277,293,380,380,391,420
P87A07,121,121,120,120,146,149,261,261,316,316,275,275,380,380,449,452
P87A08,124,124,120,120,133,133,260,260,254,254,279,279,382,382,420,420
P87A09,121,121,120,120,133,133,253,253,254,254,277,277,380,380,408,408
P87A10,121,121,120,120,146,149,261,261,316,316,275,275,380,380,449,452
P87A11,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P87A12,121,121,120,120,146,149,261,261,316,316,275,275,380,380,449,452
P87B01,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P87B02,124,124,157,166,130,133,263,263,255,259,277,293,380,380,391,420
P87B03,124,124,157,157,130,133,263,263,255,259,277,293,380,380,391,420
P87B04,124,124,157,166,130,133,263,263,255,259,277,293,380,380,391,420
P87B05,124,124,157,157,130,133,263,263,255,259,277,293,380,380,391,420
P87B06,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P87B07,124,124,120,120,133,133,266,266,254,254,277,277,400,400,420,420
P87B08,121,121,120,120,146,149,256,261,316,316,275,275,380,380,449,452
P87B09,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P87B10,121,121,120,120,133,133,253,253,254,254,277,277,380,380,408,408
P87B11,121,121,120,120,133,133,253,253,254,254,277,277,380,380,408,408
P87B12,124,124,120,120,133,133,266,266,254,254,277,277,400,400,420,420
P87C01,124,124,157,166,130,133,263,263,255,259,277,293,380,380,391,420
P87C02,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P87C03,124,124,157,166,130,133,263,263,255,259,277,293,380,380,391,420
P87C04,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P87C05,124,124,157,157,130,133,263,263,255,259,277,293,380,380,391,420
P87C06,124,124,157,166,130,133,263,263,255,259,277,293,380,380,391,420
P87C07,121,121,120,120,146,149,256,261,316,316,275,275,380,380,449,452
P87C08,121,121,120,120,146,149,261,261,316,316,275,275,380,380,449,452
P87C09,121,121,120,120,146,149,261,261,316,316,275,275,380,380,449,452
P87C10,121,121,120,120,146,149,261,261,316,316,275,275,380,380,449,452
P87C11,121,121,120,120,133,133,253,253,254,254,277,277,380,380,408,408
P87C12,121,121,120,120,146,149,256,261,316,316,275,275,380,380,449,452
P87D01,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P87D03,124,124,157,166,130,133,263,263,255,259,277,293,380,380,391,420
P87D04,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P87D05,124,124,157,166,130,133,263,263,255,259,277,293,380,380,391,420
P87D06,124,124,157,166,130,133,263,263,255,259,277,293,380,380,391,420
P87D07,124,124,120,120,133,133,260,260,254,254,279,279,382,382,420,420
P87D08,121,121,120,120,146,149,261,261,316,316,275,275,380,380,449,452
P87D09,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P87D10,121,121,120,120,133,133,253,253,254,254,277,277,380,380,408,408
P87D11,124,124,120,120,133,133,260,260,254,254,279,279,382,382,420,420
P87D12,121,121,120,120,146,149,261,261,316,316,275,275,380,380,449,452
P87E01,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P87E02,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P87E03,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P87E04,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P87E05,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P87E06,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P87E07,124,124,120,120,133,133,260,260,254,254,279,279,382,382,420,420
P87E08,121,121,120,120,146,149,261,261,316,316,275,275,380,380,449,452
P87E09,124,124,120,120,133,133,266,266,254,254,277,277,400,400,420,420
P87E10,121,121,120,120,133,133,253,253,254,254,277,277,380,380,452,452
P87E11,124,124,120,120,133,133,266,266,254,254,277,277,400,400,420,420
P87E12,121,121,120,120,146,149,261,261,316,316,275,275,380,380,449,452
P87F01,124,124,157,166,130,133,263,263,255,259,277,293,380,380,391,420
P87F02,124,124,157,166,130,133,263,263,255,259,277,293,380,380,391,420
P87F03,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P87F04,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P87F05,124,124,157,157,130,133,263,263,255,259,277,293,380,380,391,420
P87F06,124,124,157,166,130,133,263,263,255,259,277,293,380,380,391,420
P87F07,121,121,120,120,133,133,253,253,254,254,277,277,380,380,452,452
P87F08,121,121,120,120,146,149,261,261,316,316,275,275,380,380,449,452
P87F09,121,121,120,120,146,149,261,261,316,316,275,275,380,380,449,452
P87F10,124,124,120,120,133,133,260,260,254,254,279,279,382,382,420,420
P87F11,124,124,120,120,133,133,260,260,254,254,279,279,382,382,420,420
P87F12,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P87G01,124,124,157,157,130,133,263,263,255,259,277,293,380,380,391,420
P87G02,124,124,157,166,130,133,263,263,255,259,277,293,380,380,391,420
P87G03,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P87G04,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P87G05,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P87G06,124,124,157,166,130,133,263,263,255,259,277,293,380,380,391,420
P87G07,124,124,120,120,133,133,260,260,254,254,279,279,382,382,420,420
P87G08,121,121,120,120,133,133,253,253,254,254,277,277,380,380,408,408
P87G09,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P87G10,121,121,120,120,146,149,261,261,316,316,275,275,380,380,449,452
P87G11,121,121,120,120,146,149,261,261,316,316,275,275,380,380,449,452
P87G12,124,124,124,124,153,153,258,258,280,280,293,293,388,388,431,431
P87H01,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P87H02,124,124,157,166,130,133,263,263,255,259,277,293,380,380,391,420
P87H03,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P87H04,124,124,157,166,130,133,263,263,255,259,277,293,380,380,391,420
P87H05,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P87H06,124,124,157,157,130,133,263,263,255,259,277,293,380,380,391,420
P87H07,124,124,120,120,133,133,266,266,254,254,277,277,400,400,420,420
P87H08,124,124,120,120,133,133,266,266,254,254,277,277,400,400,420,420
P87H09,121,121,120,120,146,149,261,261,316,316,275,275,380,380,449,452
P87H10,124,124,120,120,133,133,260,260,254,254,279,279,382,382,420,420
P87H11,124,124,120,120,133,133,266,266,254,254,277,277,400,400,420,420
P88A01,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88A02,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88A03,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88A04,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88A05,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88A06,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88A07,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88A08,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88A09,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88A10,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88A12,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88B01,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88B02,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88B03,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88B04,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88B05,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88B06,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88B07,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88B08,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88B09,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88B10,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88B11,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88B12,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88C01,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88C02,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88C03,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88C04,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88C05,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88C06,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88C07,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88C08,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88C09,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88C10,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88C11,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88C12,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88D01,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88D03,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88D04,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88D05,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88D06,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88D07,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88D08,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88D09,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88D10,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88D11,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88D12,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88E01,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88E02,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88E03,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88E04,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88E05,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88E06,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88E07,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88E08,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88E09,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88E10,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88E11,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88E12,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88F01,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88F02,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88F03,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88F04,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88F05,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88F06,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88F07,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88F08,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88F09,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88F10,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88F11,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88F12,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88G01,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88G02,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88G03,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88G04,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88G05,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88G06,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88G07,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88G08,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88G09,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88G10,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88G11,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88G12,124,124,124,124,153,153,258,258,280,280,293,293,388,388,431,431
P88H01,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88H02,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88H03,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88H04,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88H05,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88H06,124,124,163,163,130,130,253,253,254,254,277,277,380,380,394,394
P88H07,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88H08,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88H09,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88H10,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P88H11,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P89A01,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89A02,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89A03,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89A04,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89A05,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89A06,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89A07,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89A08,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89A09,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89A10,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89A11,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89A12,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89B01,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89B02,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89B03,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89B04,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89B05,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89B06,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89B07,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89B08,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89B09,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89B10,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89B11,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89B12,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89C01,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89C02,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89C03,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89C04,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89C05,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89C06,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89C07,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89C08,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89C09,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89C10,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89C11,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89C12,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89D01,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89D02,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89D03,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89D04,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89D05,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89D06,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89D07,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89D08,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89D09,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89D10,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89D11,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89D12,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89E01,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89E02,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89E03,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89E04,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89E05,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89E06,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89E07,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89E08,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89E09,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89E10,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89E11,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89E12,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89F01,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89F02,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89F03,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89F04,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89F05,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89F06,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89F07,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89F08,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89F09,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89F10,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89F11,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89F12,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89G01,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89G02,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89G03,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89G04,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89G05,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89G06,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89G07,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89G08,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89G09,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89G10,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89G11,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89G12,124,124,124,124,153,153,258,258,280,280,293,293,388,388,431,431
P89H01,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89H02,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89H03,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89H04,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89H05,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89H06,115,121,139,139,146,149,256,256,299,299,291,295,385,388,425,446
P89H07,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89H08,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89H09,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89H10,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P89H11,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P90A01,121,124,122,161,146,149,264,264,274,323,276,291,400,413,394,452
P90A02,121,124,122,161,146,149,264,264,274,323,276,291,400,413,394,452
P90A03,121,124,122,122,146,149,250,264,274,274,291,291,400,400,394,452
P90A04,121,124,122,122,146,149,250,264,274,274,291,291,400,400,394,452
P90A05,121,124,122,166,139,146,253,261,274,292,291,293,382,400,446,446
P90A06,121,124,122,166,139,146,253,261,274,292,291,293,382,400,446,446
P90A07,110,120,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90A08,110,142,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90A09,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90A10,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90A11,110,142,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90A12,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90B01,121,124,122,161,146,149,264,264,274,323,276,291,400,413,394,452
P90B02,121,124,122,122,146,149,250,264,274,274,291,291,400,400,394,452
P90B03,121,124,122,166,139,146,253,261,274,292,291,293,382,400,446,446
P90B04,121,124,122,166,139,146,253,261,274,292,291,293,382,400,446,446
P90B05,121,124,122,161,146,149,264,264,274,323,276,291,400,413,394,452
P90B06,121,124,122,161,146,149,264,264,274,323,276,291,400,413,394,452
P90B07,110,142,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90B08,110,110,120,120,133,133,260,263,254,254,279,279,420,496,420,420
P90B09,110,142,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90B10,110,142,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90B11,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90B12,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90C01,121,124,122,166,139,146,253,261,274,292,291,293,382,382,446,446
P90C02,121,124,122,122,146,149,264,264,274,274,291,291,400,400,394,452
P90C03,121,124,122,122,146,149,250,264,274,274,291,291,400,400,394,452
P90C04,121,124,122,122,146,149,250,264,274,274,291,291,400,400,394,452
P90C05,121,124,122,166,139,146,253,261,274,292,291,293,382,400,446,446
P90C06,121,124,122,161,146,149,264,264,274,323,276,291,400,413,394,452
P90C07,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90C08,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90C09,110,142,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90C10,110,142,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90C11,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90C12,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90D01,121,124,122,161,146,149,264,264,274,323,276,291,400,413,394,452
P90D02,121,124,122,161,146,149,264,264,274,323,276,291,400,413,394,452
P90D03,121,124,122,122,146,149,250,264,274,274,291,291,400,400,394,452
P90D04,121,124,122,122,146,149,250,264,274,274,291,291,400,400,394,452
P90D05,121,124,122,166,139,146,253,261,274,292,291,293,382,400,446,446
P90D06,121,124,122,122,146,149,250,264,274,274,291,291,400,400,394,452
P90D07,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90D08,110,142,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90D09,110,142,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90D10,110,142,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90D11,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90D12,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90E01,121,124,122,166,139,146,253,261,274,292,291,293,382,400,446,446
P90E02,121,124,122,122,146,149,250,264,274,274,291,291,400,400,394,452
P90E03,121,124,122,161,146,149,264,264,274,323,276,291,400,413,394,452
P90E04,121,124,122,122,146,149,250,264,274,274,291,291,400,400,394,452
P90E05,121,124,122,122,146,149,250,264,274,274,291,291,400,400,394,452
P90E06,121,124,122,161,146,149,264,264,274,323,276,291,400,413,394,452
P90E07,110,142,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90E08,110,142,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90E09,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90E10,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90E11,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90E12,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P90F01,121,124,122,122,146,149,250,264,274,274,291,291,400,400,394,452
P90F02,121,124,122,161,146,149,264,264,274,323,276,291,400,413,394,452
P90F03,121,124,122,122,146,149,250,264,274,274,291,291,400,400,394,452
P90F04,121,124,122,166,139,146,253,261,274,292,291,293,382,400,446,446
P90F05,121,124,122,166,139,146,253,261,274,292,291,293,382,400,446,446
