plateId,plate,cell,species,vintage,winery,vineyard,fermRep,hour,timepoint,isolate,isolateId,C3.1,C3.2,C5.1,C5.2,C8.1,C8.2,C4.1,C4.2,O91.1,O91.2,AT4.1,AT4.2,SCAAT3.1,SCAAT3.2,OO9.1,OO9.2
P41C08,P41,C08,Su,2014,OCP,WIN,3,Mid,M,27,2014OCP03_Mid_27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P43C08,P43,C08,Su,2014,OCP,WIN,5,Mid,M,27,2014OCP05_Mid_27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P44C08,P44,C08,Su,2014,OCP,WIN,6,Mid,M,27,2014OCP06_Mid_27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P42D08,P42,D08,Su,2014,OCP,WIN,4,Mid,M,28,2014OCP04_Mid_28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P44D08,P44,D08,Su,2014,OCP,WIN,6,Mid,M,28,2014OCP06_Mid_28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P42E08,P42,E08,Su,2014,OCP,WIN,4,Mid,M,29,2014OCP04_Mid_29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P43E08,P43,E08,Su,2014,OCP,WIN,5,Mid,M,29,2014OCP05_Mid_29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P44E08,P44,E08,Su,2014,OCP,WIN,6,Mid,M,29,2014OCP06_Mid_29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P39F08,P39,F08,Su,2014,OCP,WIN,1,Mid,M,30,2014OCP01_Mid_30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P43F08,P43,F08,Su,2014,OCP,WIN,5,Mid,M,30,2014OCP05_Mid_30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P42G08,P42,G08,Su,2014,OCP,WIN,4,Mid,M,31,2014OCP04_Mid_31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P43H08,P43,H08,Su,2014,OCP,WIN,5,Mid,M,32,2014OCP05_Mid_32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P44H08,P44,H08,Su,2014,OCP,WIN,6,Mid,M,32,2014OCP06_Mid_32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36A01,P36,A01,Su,2014,OCP,Y,1,211,E,1,2014OCPY01_211_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37A01,P37,A01,Su,2014,OCP,Y,2,211,E,1,2014OCPY02_211_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03A01,P03,A01,Su,2013,OCP,Y,13,236,E,1,2013_OCP_Y13_236_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03E08,P03,E08,Su,2013,OCP,Y,14,236,E,1,2013_OCP_Y14_236_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38A01,P38,A01,Su,2014,OCP,Y,3,279,E,1,2014OCPY03_279_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36B01,P36,B01,Su,2014,OCP,Y,1,211,E,2,2014OCPY01_211_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37B01,P37,B01,Su,2014,OCP,Y,2,211,E,2,2014OCPY02_211_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03B01,P03,B01,Su,2013,OCP,Y,13,236,E,2,2013_OCP_Y13_236_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03F08,P03,F08,Su,2013,OCP,Y,14,236,E,2,2013_OCP_Y14_236_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38B01,P38,B01,Su,2014,OCP,Y,3,279,E,2,2014OCPY03_279_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36C01,P36,C01,Su,2014,OCP,Y,1,211,E,3,2014OCPY01_211_03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37C01,P37,C01,Su,2014,OCP,Y,2,211,E,3,2014OCPY02_211_03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03C01,P03,C01,Su,2013,OCP,Y,13,236,E,3,2013_OCP_Y13_236_03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04A05,P04,A05,Su,2013,OCP,Y,15,236,E,3,2013_OCP_Y15_236_03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38C01,P38,C01,Su,2014,OCP,Y,3,279,E,3,2014OCPY03_279_03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36D01,P36,D01,Su,2014,OCP,Y,1,211,E,4,2014OCPY01_211_04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37D01,P37,D01,Su,2014,OCP,Y,2,211,E,4,2014OCPY02_211_04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03D01,P03,D01,Su,2013,OCP,Y,13,236,E,4,2013_OCP_Y13_236_04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03H08,P03,H08,Su,2013,OCP,Y,14,236,E,4,2013_OCP_Y14_236_04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04B05,P04,B05,Su,2013,OCP,Y,15,236,E,4,2013_OCP_Y15_236_04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38D01,P38,D01,Su,2014,OCP,Y,3,279,E,4,2014OCPY03_279_04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36E01,P36,E01,Su,2014,OCP,Y,1,211,E,5,2014OCPY01_211_05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37E01,P37,E01,Su,2014,OCP,Y,2,211,E,5,2014OCPY02_211_05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03A09,P03,A09,Su,2013,OCP,Y,14,236,E,5,2013_OCP_Y14_236_05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03E01,P03,E01,Su,2013,OCP,Y,13,236,E,5,2013_OCP_Y13_236_05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04C05,P04,C05,Su,2013,OCP,Y,15,236,E,5,2013_OCP_Y15_236_05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38E01,P38,E01,Su,2014,OCP,Y,3,279,E,5,2014OCPY03_279_05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36F01,P36,F01,Su,2014,OCP,Y,1,211,E,6,2014OCPY01_211_06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37F01,P37,F01,Su,2014,OCP,Y,2,211,E,6,2014OCPY02_211_06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03B09,P03,B09,Su,2013,OCP,Y,14,236,E,6,2013_OCP_Y14_236_06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03F01,P03,F01,Su,2013,OCP,Y,13,236,E,6,2013_OCP_Y13_236_06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04D05,P04,D05,Su,2013,OCP,Y,15,236,E,6,2013_OCP_Y15_236_06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38F01,P38,F01,Su,2014,OCP,Y,3,279,E,6,2014OCPY03_279_06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36G01,P36,G01,Su,2014,OCP,Y,1,211,E,7,2014OCPY01_211_07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37G01,P37,G01,Su,2014,OCP,Y,2,211,E,7,2014OCPY02_211_07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03C09,P03,C09,Su,2013,OCP,Y,14,236,E,7,2013_OCP_Y14_236_07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03G01,P03,G01,Su,2013,OCP,Y,13,236,E,7,2013_OCP_Y13_236_07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04E05,P04,E05,Su,2013,OCP,Y,15,236,E,7,2013_OCP_Y15_236_07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38G01,P38,G01,Su,2014,OCP,Y,3,279,E,7,2014OCPY03_279_07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36H01,P36,H01,Su,2014,OCP,Y,1,211,E,8,2014OCPY01_211_08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37H01,P37,H01,Su,2014,OCP,Y,2,211,E,8,2014OCPY02_211_08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03D09,P03,D09,Su,2013,OCP,Y,14,236,E,8,2013_OCP_Y14_236_08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03H01,P03,H01,Su,2013,OCP,Y,13,236,E,8,2013_OCP_Y13_236_08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04F05,P04,F05,Su,2013,OCP,Y,15,236,E,8,2013_OCP_Y15_236_08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38H01,P38,H01,Su,2014,OCP,Y,3,279,E,8,2014OCPY03_279_08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36A02,P36,A02,Su,2014,OCP,Y,1,211,E,9,2014OCPY01_211_09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37A02,P37,A02,Su,2014,OCP,Y,2,211,E,9,2014OCPY02_211_09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03A02,P03,A02,Su,2013,OCP,Y,13,236,E,9,2013_OCP_Y13_236_09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38A02,P38,A02,Su,2014,OCP,Y,3,279,E,9,2014OCPY03_279_09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36B02,P36,B02,Su,2014,OCP,Y,1,211,E,10,2014OCPY01_211_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37B02,P37,B02,Su,2014,OCP,Y,2,211,E,10,2014OCPY02_211_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03B02,P03,B02,Su,2013,OCP,Y,13,236,E,10,2013_OCP_Y13_236_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03F09,P03,F09,Su,2013,OCP,Y,14,236,E,10,2013_OCP_Y14_236_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38B02,P38,B02,Su,2014,OCP,Y,3,279,E,10,2014OCPY03_279_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36C02,P36,C02,Su,2014,OCP,Y,1,211,E,11,2014OCPY01_211_11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37C02,P37,C02,Su,2014,OCP,Y,2,211,E,11,2014OCPY02_211_11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03C02,P03,C02,Su,2013,OCP,Y,13,236,E,11,2013_OCP_Y13_236_11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04A06,P04,A06,Su,2013,OCP,Y,15,236,E,11,2013_OCP_Y15_236_11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38C02,P38,C02,Su,2014,OCP,Y,3,279,E,11,2014OCPY03_279_11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36D02,P36,D02,Su,2014,OCP,Y,1,211,E,12,2014OCPY01_211_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37D02,P37,D02,Su,2014,OCP,Y,2,211,E,12,2014OCPY02_211_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03D02,P03,D02,Su,2013,OCP,Y,13,236,E,12,2013_OCP_Y13_236_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04B06,P04,B06,Su,2013,OCP,Y,15,236,E,12,2013_OCP_Y15_236_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38D02,P38,D02,Su,2014,OCP,Y,3,279,E,12,2014OCPY03_279_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36E02,P36,E02,Su,2014,OCP,Y,1,211,E,13,2014OCPY01_211_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37E02,P37,E02,Su,2014,OCP,Y,2,211,E,13,2014OCPY02_211_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03A10,P03,A10,Su,2013,OCP,Y,14,236,E,13,2013_OCP_Y14_236_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03E02,P03,E02,Su,2013,OCP,Y,13,236,E,13,2013_OCP_Y13_236_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04C06,P04,C06,Su,2013,OCP,Y,15,236,E,13,2013_OCP_Y15_236_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38E02,P38,E02,Su,2014,OCP,Y,3,279,E,13,2014OCPY03_279_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36F02,P36,F02,Su,2014,OCP,Y,1,211,E,14,2014OCPY01_211_14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37F02,P37,F02,Su,2014,OCP,Y,2,211,E,14,2014OCPY02_211_14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03B10,P03,B10,Su,2013,OCP,Y,14,236,E,14,2013_OCP_Y14_236_14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03F02,P03,F02,Su,2013,OCP,Y,13,236,E,14,2013_OCP_Y13_236_14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04D06,P04,D06,Su,2013,OCP,Y,15,236,E,14,2013_OCP_Y15_236_14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38F02,P38,F02,Su,2014,OCP,Y,3,279,E,14,2014OCPY03_279_14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36G02,P36,G02,Su,2014,OCP,Y,1,211,E,15,2014OCPY01_211_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37G02,P37,G02,Su,2014,OCP,Y,2,211,E,15,2014OCPY02_211_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03G02,P03,G02,Su,2013,OCP,Y,13,236,E,15,2013_OCP_Y13_236_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04E06,P04,E06,Su,2013,OCP,Y,15,236,E,15,2013_OCP_Y15_236_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38G02,P38,G02,Su,2014,OCP,Y,3,279,E,15,2014OCPY03_279_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36H02,P36,H02,Su,2014,OCP,Y,1,211,E,16,2014OCPY01_211_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37H02,P37,H02,Su,2014,OCP,Y,2,211,E,16,2014OCPY02_211_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03H02,P03,H02,Su,2013,OCP,Y,13,236,E,16,2013_OCP_Y13_236_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04F06,P04,F06,Su,2013,OCP,Y,15,236,E,16,2013_OCP_Y15_236_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38H02,P38,H02,Su,2014,OCP,Y,3,279,E,16,2014OCPY03_279_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36A03,P36,A03,Su,2014,OCP,Y,1,211,E,17,2014OCPY01_211_17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37A03,P37,A03,Su,2014,OCP,Y,2,211,E,17,2014OCPY02_211_17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03A03,P03,A03,Su,2013,OCP,Y,13,236,E,17,2013_OCP_Y13_236_17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03E10,P03,E10,Su,2013,OCP,Y,14,236,E,17,2013_OCP_Y14_236_17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04G06,P04,G06,Su,2013,OCP,Y,15,236,E,17,2013_OCP_Y15_236_17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38A03,P38,A03,Su,2014,OCP,Y,3,279,E,17,2014OCPY03_279_17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36B03,P36,B03,Su,2014,OCP,Y,1,211,E,18,2014OCPY01_211_18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37B03,P37,B03,Su,2014,OCP,Y,2,211,E,18,2014OCPY02_211_18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03B03,P03,B03,Su,2013,OCP,Y,13,236,E,18,2013_OCP_Y13_236_18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04H06,P04,H06,Su,2013,OCP,Y,15,236,E,18,2013_OCP_Y15_236_18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38B03,P38,B03,Su,2014,OCP,Y,3,279,E,18,2014OCPY03_279_18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36C03,P36,C03,Su,2014,OCP,Y,1,211,E,19,2014OCPY01_211_19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37C03,P37,C03,Su,2014,OCP,Y,2,211,E,19,2014OCPY02_211_19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03C03,P03,C03,Su,2013,OCP,Y,13,236,E,19,2013_OCP_Y13_236_19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03G10,P03,G10,Su,2013,OCP,Y,14,236,E,19,2013_OCP_Y14_236_19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04A07,P04,A07,Su,2013,OCP,Y,15,236,E,19,2013_OCP_Y15_236_19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38C03,P38,C03,Su,2014,OCP,Y,3,279,E,19,2014OCPY03_279_19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36D03,P36,D03,Su,2014,OCP,Y,1,211,E,20,2014OCPY01_211_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37D03,P37,D03,Su,2014,OCP,Y,2,211,E,20,2014OCPY02_211_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03D03,P03,D03,Su,2013,OCP,Y,13,236,E,20,2013_OCP_Y13_236_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03H10,P03,H10,Su,2013,OCP,Y,14,236,E,20,2013_OCP_Y14_236_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04B07,P04,B07,Su,2013,OCP,Y,15,236,E,20,2013_OCP_Y15_236_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38D03,P38,D03,Su,2014,OCP,Y,3,279,E,20,2014OCPY03_279_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36E03,P36,E03,Su,2014,OCP,Y,1,211,E,21,2014OCPY01_211_21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37E03,P37,E03,Su,2014,OCP,Y,2,211,E,21,2014OCPY02_211_21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38E03,P38,E03,Su,2014,OCP,Y,3,279,E,21,2014OCPY03_279_21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36F03,P36,F03,Su,2014,OCP,Y,1,211,E,22,2014OCPY01_211_22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37F03,P37,F03,Su,2014,OCP,Y,2,211,E,22,2014OCPY02_211_22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38F03,P38,F03,Su,2014,OCP,Y,3,279,E,22,2014OCPY03_279_22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36G03,P36,G03,Su,2014,OCP,Y,1,211,E,23,2014OCPY01_211_23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37G03,P37,G03,Su,2014,OCP,Y,2,211,E,23,2014OCPY02_211_23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38G03,P38,G03,Su,2014,OCP,Y,3,279,E,23,2014OCPY03_279_23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36H03,P36,H03,Su,2014,OCP,Y,1,211,E,24,2014OCPY01_211_24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37H03,P37,H03,Su,2014,OCP,Y,2,211,E,24,2014OCPY02_211_24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38H03,P38,H03,Su,2014,OCP,Y,3,279,E,24,2014OCPY03_279_24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36A04,P36,A04,Su,2014,OCP,Y,1,211,E,25,2014OCPY01_211_25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37A04,P37,A04,Su,2014,OCP,Y,2,211,E,25,2014OCPY02_211_25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38A04,P38,A04,Su,2014,OCP,Y,3,279,E,25,2014OCPY03_279_25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36B04,P36,B04,Su,2014,OCP,Y,1,211,E,26,2014OCPY01_211_26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37B04,P37,B04,Su,2014,OCP,Y,2,211,E,26,2014OCPY02_211_26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38B04,P38,B04,Su,2014,OCP,Y,3,279,E,26,2014OCPY03_279_26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36C04,P36,C04,Su,2014,OCP,Y,1,211,E,27,2014OCPY01_211_27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37C04,P37,C04,Su,2014,OCP,Y,2,211,E,27,2014OCPY02_211_27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38C04,P38,C04,Su,2014,OCP,Y,3,279,E,27,2014OCPY03_279_27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36D04,P36,D04,Su,2014,OCP,Y,1,211,E,28,2014OCPY01_211_28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37D04,P37,D04,Su,2014,OCP,Y,2,211,E,28,2014OCPY02_211_28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38D04,P38,D04,Su,2014,OCP,Y,3,279,E,28,2014OCPY03_279_28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36E04,P36,E04,Su,2014,OCP,Y,1,211,E,29,2014OCPY01_211_29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37E04,P37,E04,Su,2014,OCP,Y,2,211,E,29,2014OCPY02_211_29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
