plateId,plate,cell,species,vintage,winery,vineyard,fermRep,hour,timepoint,isolate,isolateId,C3.1,C3.2,C5.1,C5.2,C8.1,C8.2,C4.1,C4.2,O91.1,O91.2,AT4.1,AT4.2,SCAAT3.1,SCAAT3.2,OO9.1,OO9.2
P38E04,P38,E04,Su,2014,OCP,Y,3,279,E,29,2014OCPY03_279_29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36F04,P36,F04,Su,2014,OCP,Y,1,211,E,30,2014OCPY01_211_30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37F04,P37,F04,Su,2014,OCP,Y,2,211,E,30,2014OCPY02_211_30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38F04,P38,F04,Su,2014,OCP,Y,3,279,E,30,2014OCPY03_279_30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36G04,P36,G04,Su,2014,OCP,Y,1,211,E,31,2014OCPY01_211_31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37G04,P37,G04,Su,2014,OCP,Y,2,211,E,31,2014OCPY02_211_31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38G04,P38,G04,Su,2014,OCP,Y,3,279,E,31,2014OCPY03_279_31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36H04,P36,H04,Su,2014,OCP,Y,1,211,E,32,2014OCPY01_211_32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37H04,P37,H04,Su,2014,OCP,Y,2,211,E,32,2014OCPY02_211_32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38H04,P38,H04,Su,2014,OCP,Y,3,279,E,32,2014OCPY03_279_32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36A09,P36,A09,Su,2014,OCP,Y,1,358,L,1,2014OCPY01_358_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37A09,P37,A09,Su,2014,OCP,Y,2,377,L,1,2014OCPY02_377_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38A09,P38,A09,Su,2014,OCP,Y,3,377,L,1,2014OCPY03_377_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03A06,P03,A06,Su,2013,OCP,Y,13,645,L,1,2013_OCP_Y13_645_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04G09,P04,G09,Su,2013,OCP,Y,15,645,L,1,2013_OCP_Y15_645_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36B09,P36,B09,Su,2014,OCP,Y,1,358,L,2,2014OCPY01_358_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37B09,P37,B09,Su,2014,OCP,Y,2,377,L,2,2014OCPY02_377_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38B09,P38,B09,Su,2014,OCP,Y,3,377,L,2,2014OCPY03_377_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03B06,P03,B06,Su,2013,OCP,Y,13,645,L,2,2013_OCP_Y13_645_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04D02,P04,D02,Su,2013,OCP,Y,14,645,L,2,2013_OCP_Y14_645_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04H09,P04,H09,Su,2013,OCP,Y,15,645,L,2,2013_OCP_Y15_645_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36C09,P36,C09,Su,2014,OCP,Y,1,358,L,3,2014OCPY01_358_03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37C09,P37,C09,Su,2014,OCP,Y,2,377,L,3,2014OCPY02_377_03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38C09,P38,C09,Su,2014,OCP,Y,3,377,L,3,2014OCPY03_377_03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03C06,P03,C06,Su,2013,OCP,Y,13,645,L,3,2013_OCP_Y13_645_03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04A10,P04,A10,Su,2013,OCP,Y,15,645,L,3,2013_OCP_Y15_645_03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04E02,P04,E02,Su,2013,OCP,Y,14,645,L,3,2013_OCP_Y14_645_03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36D09,P36,D09,Su,2014,OCP,Y,1,358,L,4,2014OCPY01_358_04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37D09,P37,D09,Su,2014,OCP,Y,2,377,L,4,2014OCPY02_377_04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38D09,P38,D09,Su,2014,OCP,Y,3,377,L,4,2014OCPY03_377_04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03D06,P03,D06,Su,2013,OCP,Y,13,645,L,4,2013_OCP_Y13_645_04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04B10,P04,B10,Su,2013,OCP,Y,15,645,L,4,2013_OCP_Y15_645_04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04F02,P04,F02,Su,2013,OCP,Y,14,645,L,4,2013_OCP_Y14_645_04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36E09,P36,E09,Su,2014,OCP,Y,1,358,L,5,2014OCPY01_358_05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37E09,P37,E09,Su,2014,OCP,Y,2,377,L,5,2014OCPY02_377_05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38E09,P38,E09,Su,2014,OCP,Y,3,377,L,5,2014OCPY03_377_05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03E06,P03,E06,Su,2013,OCP,Y,13,645,L,5,2013_OCP_Y13_645_05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04C10,P04,C10,Su,2013,OCP,Y,15,645,L,5,2013_OCP_Y15_645_05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04G02,P04,G02,Su,2013,OCP,Y,14,645,L,5,2013_OCP_Y14_645_05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36F09,P36,F09,Su,2014,OCP,Y,1,358,L,6,2014OCPY01_358_06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37F09,P37,F09,Su,2014,OCP,Y,2,377,L,6,2014OCPY02_377_06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38F09,P38,F09,Su,2014,OCP,Y,3,377,L,6,2014OCPY03_377_06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03F06,P03,F06,Su,2013,OCP,Y,13,645,L,6,2013_OCP_Y13_645_06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04D10,P04,D10,Su,2013,OCP,Y,15,645,L,6,2013_OCP_Y15_645_06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36G09,P36,G09,Su,2014,OCP,Y,1,358,L,7,2014OCPY01_358_07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37G09,P37,G09,Su,2014,OCP,Y,2,377,L,7,2014OCPY02_377_07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38G09,P38,G09,Su,2014,OCP,Y,3,377,L,7,2014OCPY03_377_07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03G06,P03,G06,Su,2013,OCP,Y,13,645,L,7,2013_OCP_Y13_645_07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04E10,P04,E10,Su,2013,OCP,Y,15,645,L,7,2013_OCP_Y15_645_07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36H09,P36,H09,Su,2014,OCP,Y,1,358,L,8,2014OCPY01_358_08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37H09,P37,H09,Su,2014,OCP,Y,2,377,L,8,2014OCPY02_377_08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38H09,P38,H09,Su,2014,OCP,Y,3,377,L,8,2014OCPY03_377_08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03H06,P03,H06,Su,2013,OCP,Y,13,645,L,8,2013_OCP_Y13_645_08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04F10,P04,F10,Su,2013,OCP,Y,15,645,L,8,2013_OCP_Y15_645_08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36A10,P36,A10,Su,2014,OCP,Y,1,358,L,9,2014OCPY01_358_09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37A10,P37,A10,Su,2014,OCP,Y,2,377,L,9,2014OCPY02_377_09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38A10,P38,A10,Su,2014,OCP,Y,3,377,L,9,2014OCPY03_377_09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03A07,P03,A07,Su,2013,OCP,Y,13,645,L,9,2013_OCP_Y13_645_09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04C03,P04,C03,Su,2013,OCP,Y,14,645,L,9,2013_OCP_Y14_645_09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04G10,P04,G10,Su,2013,OCP,Y,15,645,L,9,2013_OCP_Y15_645_09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36B10,P36,B10,Su,2014,OCP,Y,1,358,L,10,2014OCPY01_358_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37B10,P37,B10,Su,2014,OCP,Y,2,377,L,10,2014OCPY02_377_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38B10,P38,B10,Su,2014,OCP,Y,3,377,L,10,2014OCPY03_377_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03B07,P03,B07,Su,2013,OCP,Y,13,645,L,10,2013_OCP_Y13_645_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04H10,P04,H10,Su,2013,OCP,Y,15,645,L,10,2013_OCP_Y15_645_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36C10,P36,C10,Su,2014,OCP,Y,1,358,L,11,2014OCPY01_358_11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37C10,P37,C10,Su,2014,OCP,Y,2,377,L,11,2014OCPY02_377_11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38C10,P38,C10,Su,2014,OCP,Y,3,377,L,11,2014OCPY03_377_11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03C07,P03,C07,Su,2013,OCP,Y,13,645,L,11,2013_OCP_Y13_645_11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04A11,P04,A11,Su,2013,OCP,Y,15,645,L,11,2013_OCP_Y15_645_11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36D10,P36,D10,Su,2014,OCP,Y,1,358,L,12,2014OCPY01_358_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37D10,P37,D10,Su,2014,OCP,Y,2,377,L,12,2014OCPY02_377_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38D10,P38,D10,Su,2014,OCP,Y,3,377,L,12,2014OCPY03_377_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03D07,P03,D07,Su,2013,OCP,Y,13,645,L,12,2013_OCP_Y13_645_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04B11,P04,B11,Su,2013,OCP,Y,15,645,L,12,2013_OCP_Y15_645_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36E10,P36,E10,Su,2014,OCP,Y,1,358,L,13,2014OCPY01_358_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37E10,P37,E10,Su,2014,OCP,Y,2,377,L,13,2014OCPY02_377_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38E10,P38,E10,Su,2014,OCP,Y,3,377,L,13,2014OCPY03_377_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03E07,P03,E07,Su,2013,OCP,Y,13,645,L,13,2013_OCP_Y13_645_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04C11,P04,C11,Su,2013,OCP,Y,15,645,L,13,2013_OCP_Y15_645_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36F10,P36,F10,Su,2014,OCP,Y,1,358,L,14,2014OCPY01_358_14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37F10,P37,F10,Su,2014,OCP,Y,2,377,L,14,2014OCPY02_377_14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38F10,P38,F10,Su,2014,OCP,Y,3,377,L,14,2014OCPY03_377_14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03F07,P03,F07,Su,2013,OCP,Y,13,645,L,14,2013_OCP_Y13_645_14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04D11,P04,D11,Su,2013,OCP,Y,15,645,L,14,2013_OCP_Y15_645_14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36G10,P36,G10,Su,2014,OCP,Y,1,358,L,15,2014OCPY01_358_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37G10,P37,G10,Su,2014,OCP,Y,2,377,L,15,2014OCPY02_377_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38G10,P38,G10,Su,2014,OCP,Y,3,377,L,15,2014OCPY03_377_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03G07,P03,G07,Su,2013,OCP,Y,13,645,L,15,2013_OCP_Y13_645_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04E11,P04,E11,Su,2013,OCP,Y,15,645,L,15,2013_OCP_Y15_645_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36H10,P36,H10,Su,2014,OCP,Y,1,358,L,16,2014OCPY01_358_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37H10,P37,H10,Su,2014,OCP,Y,2,377,L,16,2014OCPY02_377_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38H10,P38,H10,Su,2014,OCP,Y,3,377,L,16,2014OCPY03_377_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03H07,P03,H07,Su,2013,OCP,Y,13,645,L,16,2013_OCP_Y13_645_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04B04,P04,B04,Su,2013,OCP,Y,14,645,L,16,2013_OCP_Y14_645_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04F11,P04,F11,Su,2013,OCP,Y,15,645,L,16,2013_OCP_Y15_645_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36A11,P36,A11,Su,2014,OCP,Y,1,358,L,17,2014OCPY01_358_17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37A11,P37,A11,Su,2014,OCP,Y,2,377,L,17,2014OCPY02_377_17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38A11,P38,A11,Su,2014,OCP,Y,3,377,L,17,2014OCPY03_377_17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03A08,P03,A08,Su,2013,OCP,Y,13,645,L,17,2013_OCP_Y13_645_17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04C04,P04,C04,Su,2013,OCP,Y,14,645,L,17,2013_OCP_Y14_645_17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04G11,P04,G11,Su,2013,OCP,Y,15,645,L,17,2013_OCP_Y15_645_17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36B11,P36,B11,Su,2014,OCP,Y,1,358,L,18,2014OCPY01_358_18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37B11,P37,B11,Su,2014,OCP,Y,2,377,L,18,2014OCPY02_377_18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38B11,P38,B11,Su,2014,OCP,Y,3,377,L,18,2014OCPY03_377_18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03B08,P03,B08,Su,2013,OCP,Y,13,645,L,18,2013_OCP_Y13_645_18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04H11,P04,H11,Su,2013,OCP,Y,15,645,L,18,2013_OCP_Y15_645_18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36C11,P36,C11,Su,2014,OCP,Y,1,358,L,19,2014OCPY01_358_19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37C11,P37,C11,Su,2014,OCP,Y,2,377,L,19,2014OCPY02_377_19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38C11,P38,C11,Su,2014,OCP,Y,3,377,L,19,2014OCPY03_377_19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03C08,P03,C08,Su,2013,OCP,Y,13,645,L,19,2013_OCP_Y13_645_19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04A12,P04,A12,Su,2013,OCP,Y,15,645,L,19,2013_OCP_Y15_645_19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36D11,P36,D11,Su,2014,OCP,Y,1,358,L,20,2014OCPY01_358_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37D11,P37,D11,Su,2014,OCP,Y,2,377,L,20,2014OCPY02_377_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38D11,P38,D11,Su,2014,OCP,Y,3,377,L,20,2014OCPY03_377_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03D08,P03,D08,Su,2013,OCP,Y,13,645,L,20,2013_OCP_Y13_645_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04B12,P04,B12,Su,2013,OCP,Y,15,645,L,20,2013_OCP_Y15_645_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04F04,P04,F04,Su,2013,OCP,Y,14,645,L,20,2013_OCP_Y14_645_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36E11,P36,E11,Su,2014,OCP,Y,1,358,L,21,2014OCPY01_358_21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37E11,P37,E11,Su,2014,OCP,Y,2,377,L,21,2014OCPY02_377_21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38E11,P38,E11,Su,2014,OCP,Y,3,377,L,21,2014OCPY03_377_21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36F11,P36,F11,Su,2014,OCP,Y,1,358,L,22,2014OCPY01_358_22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37F11,P37,F11,Su,2014,OCP,Y,2,377,L,22,2014OCPY02_377_22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38F11,P38,F11,Su,2014,OCP,Y,3,377,L,22,2014OCPY03_377_22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36G11,P36,G11,Su,2014,OCP,Y,1,358,L,23,2014OCPY01_358_23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37G11,P37,G11,Su,2014,OCP,Y,2,377,L,23,2014OCPY02_377_23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38G11,P38,G11,Su,2014,OCP,Y,3,377,L,23,2014OCPY03_377_23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36H11,P36,H11,Su,2014,OCP,Y,1,358,L,24,2014OCPY01_358_24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37H11,P37,H11,Su,2014,OCP,Y,2,377,L,24,2014OCPY02_377_24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38H11,P38,H11,Su,2014,OCP,Y,3,377,L,24,2014OCPY03_377_24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36A12,P36,A12,Su,2014,OCP,Y,1,358,L,25,2014OCPY01_358_25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37A12,P37,A12,Su,2014,OCP,Y,2,377,L,25,2014OCPY02_377_25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38A12,P38,A12,Su,2014,OCP,Y,3,377,L,25,2014OCPY03_377_25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36B12,P36,B12,Su,2014,OCP,Y,1,358,L,26,2014OCPY01_358_26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37B12,P37,B12,Su,2014,OCP,Y,2,377,L,26,2014OCPY02_377_26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38B12,P38,B12,Su,2014,OCP,Y,3,377,L,26,2014OCPY03_377_26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36C12,P36,C12,Su,2014,OCP,Y,1,358,L,27,2014OCPY01_358_27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37C12,P37,C12,Su,2014,OCP,Y,2,377,L,27,2014OCPY02_377_27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38C12,P38,C12,Su,2014,OCP,Y,3,377,L,27,2014OCPY03_377_27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36D12,P36,D12,Su,2014,OCP,Y,1,358,L,28,2014OCPY01_358_28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37D12,P37,D12,Su,2014,OCP,Y,2,377,L,28,2014OCPY02_377_28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38D12,P38,D12,Su,2014,OCP,Y,3,377,L,28,2014OCPY03_377_28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36E12,P36,E12,Su,2014,OCP,Y,1,358,L,29,2014OCPY01_358_29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37E12,P37,E12,Su,2014,OCP,Y,2,377,L,29,2014OCPY02_377_29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38E12,P38,E12,Su,2014,OCP,Y,3,377,L,29,2014OCPY03_377_29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P36F12,P36,F12,Su,2014,OCP,Y,1,358,L,30,2014OCPY01_358_30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P37F12,P37,F12,Su,2014,OCP,Y,2,377,L,30,2014OCPY02_377_30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P38F12,P38,F12,Su,2014,OCP,Y,3,377,L,30,2014OCPY03_377_30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P45C09,P45,C09,Su,2014,OCP,Y,2,377,L,31,2014OCPY02_377_31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
