8,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
isolateId,popprId,C3,,C5,,C8,,C4,,O91,,AT4,,SCAAT3,,OO9,
2014OCP04_Early_25,Su_2014_WIN_4_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Early_25,Su_2014_WIN_5_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Early_25,Su_2014_WIN_6_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Early_26,Su_2014_WIN_5_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Early_26,Su_2014_WIN_6_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Early_27,Su_2014_WIN_6_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP04_Early_29,Su_2014_WIN_4_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Early_29,Su_2014_WIN_5_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Early_29,Su_2014_WIN_6_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP04_Early_30,Su_2014_WIN_4_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Early_30,Su_2014_WIN_5_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Early_30,Su_2014_WIN_6_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP01_Early_31,Su_2014_WIN_1_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP04_Early_31,Su_2014_WIN_4_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Early_31,Su_2014_WIN_5_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Early_31,Su_2014_WIN_6_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP04_Early_32,Su_2014_WIN_4_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Early_32,Su_2014_WIN_5_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP02_Late_06,Su_2014_WIN_2_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP03_Late_07,Su_2014_WIN_3_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Late_07,Su_2014_WIN_5_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP01_Late_08,Su_2014_WIN_1_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Late_08,Su_2014_WIN_5_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Late_09,Su_2014_WIN_5_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Late_10,Su_2014_WIN_5_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Late_11,Su_2014_WIN_5_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Late_12,Su_2014_WIN_5_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Late_13,Su_2014_WIN_5_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP02_Late_14,Su_2014_WIN_2_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Late_14,Su_2014_WIN_5_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Late_15,Su_2014_WIN_5_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP01_Late_16,Su_2014_WIN_1_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Late_16,Su_2014_WIN_5_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP03_Late_17,Su_2014_WIN_3_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Late_17,Su_2014_WIN_5_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Late_18,Su_2014_WIN_5_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Late_19,Su_2014_WIN_5_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Late_20,Su_2014_WIN_5_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP01_Late_21,Su_2014_WIN_1_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Late_21,Su_2014_WIN_5_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Late_22,Su_2014_WIN_5_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Late_23,Su_2014_WIN_5_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Late_24,Su_2014_WIN_5_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP03_Late_25,Su_2014_WIN_3_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Late_25,Su_2014_WIN_5_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP03_Late_26,Su_2014_WIN_3_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Late_26,Su_2014_WIN_5_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP03_Late_27,Su_2014_WIN_3_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Late_27,Su_2014_WIN_5_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP03_Late_28,Su_2014_WIN_3_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Late_28,Su_2014_WIN_5_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP03_Late_29,Su_2014_WIN_3_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Late_29,Su_2014_WIN_5_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP03_Late_30,Su_2014_WIN_3_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Late_30,Su_2014_WIN_5_L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Mid_01,Su_2014_WIN_5_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Mid_01,Su_2014_WIN_6_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP02_Mid_02,Su_2014_WIN_2_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP04_Mid_02,Su_2014_WIN_4_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Mid_02,Su_2014_WIN_5_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Mid_02,Su_2014_WIN_6_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Mid_03,Su_2014_WIN_5_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Mid_03,Su_2014_WIN_6_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Mid_04,Su_2014_WIN_5_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Mid_04,Su_2014_WIN_6_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Mid_05,Su_2014_WIN_6_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP04_Mid_06,Su_2014_WIN_4_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP01_Mid_07,Su_2014_WIN_1_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP04_Mid_07,Su_2014_WIN_4_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Mid_07,Su_2014_WIN_5_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Mid_07,Su_2014_WIN_6_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP02_Mid_08,Su_2014_WIN_2_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Mid_08,Su_2014_WIN_5_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Mid_08,Su_2014_WIN_6_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Mid_09,Su_2014_WIN_6_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP04_Mid_10,Su_2014_WIN_4_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Mid_10,Su_2014_WIN_5_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP01_Mid_11,Su_2014_WIN_1_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Mid_11,Su_2014_WIN_5_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Mid_11,Su_2014_WIN_6_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Mid_12,Su_2014_WIN_6_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Mid_13,Su_2014_WIN_5_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Mid_13,Su_2014_WIN_6_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP01_Mid_14,Su_2014_WIN_1_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP04_Mid_14,Su_2014_WIN_4_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP04_Mid_15,Su_2014_WIN_4_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Mid_15,Su_2014_WIN_5_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Mid_15,Su_2014_WIN_6_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Mid_17,Su_2014_WIN_5_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Mid_17,Su_2014_WIN_6_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP02_Mid_18,Su_2014_WIN_2_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP03_Mid_18,Su_2014_WIN_3_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP04_Mid_18,Su_2014_WIN_4_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Mid_18,Su_2014_WIN_5_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Mid_18,Su_2014_WIN_6_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP04_Mid_19,Su_2014_WIN_4_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Mid_19,Su_2014_WIN_6_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Mid_20,Su_2014_WIN_5_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Mid_20,Su_2014_WIN_6_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP01_Mid_21,Su_2014_WIN_1_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Mid_21,Su_2014_WIN_5_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP04_Mid_22,Su_2014_WIN_4_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Mid_22,Su_2014_WIN_5_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Mid_22,Su_2014_WIN_6_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP04_Mid_23,Su_2014_WIN_4_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Mid_23,Su_2014_WIN_5_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Mid_23,Su_2014_WIN_6_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP03_Mid_24,Su_2014_WIN_3_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP04_Mid_24,Su_2014_WIN_4_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Mid_24,Su_2014_WIN_6_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Mid_26,Su_2014_WIN_5_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP03_Mid_27,Su_2014_WIN_3_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Mid_27,Su_2014_WIN_5_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Mid_27,Su_2014_WIN_6_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP04_Mid_28,Su_2014_WIN_4_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Mid_28,Su_2014_WIN_6_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP04_Mid_29,Su_2014_WIN_4_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Mid_29,Su_2014_WIN_5_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Mid_29,Su_2014_WIN_6_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP01_Mid_30,Su_2014_WIN_1_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Mid_30,Su_2014_WIN_5_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP04_Mid_31,Su_2014_WIN_4_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP05_Mid_32,Su_2014_WIN_5_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCP06_Mid_32,Su_2014_WIN_6_M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY01_211_01,Su_2014_Y_1_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY02_211_01,Su_2014_Y_2_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y13_236_01,Su_2013_Y_13_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y14_236_01,Su_2013_Y_14_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY03_279_01,Su_2014_Y_3_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY01_211_02,Su_2014_Y_1_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY02_211_02,Su_2014_Y_2_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y13_236_02,Su_2013_Y_13_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y14_236_02,Su_2013_Y_14_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY03_279_02,Su_2014_Y_3_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY01_211_03,Su_2014_Y_1_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY02_211_03,Su_2014_Y_2_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y13_236_03,Su_2013_Y_13_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y15_236_03,Su_2013_Y_15_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY03_279_03,Su_2014_Y_3_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY01_211_04,Su_2014_Y_1_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY02_211_04,Su_2014_Y_2_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y13_236_04,Su_2013_Y_13_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y14_236_04,Su_2013_Y_14_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y15_236_04,Su_2013_Y_15_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY03_279_04,Su_2014_Y_3_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY01_211_05,Su_2014_Y_1_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY02_211_05,Su_2014_Y_2_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y14_236_05,Su_2013_Y_14_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y13_236_05,Su_2013_Y_13_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y15_236_05,Su_2013_Y_15_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY03_279_05,Su_2014_Y_3_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY01_211_06,Su_2014_Y_1_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY02_211_06,Su_2014_Y_2_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y14_236_06,Su_2013_Y_14_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y13_236_06,Su_2013_Y_13_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y15_236_06,Su_2013_Y_15_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY03_279_06,Su_2014_Y_3_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY01_211_07,Su_2014_Y_1_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY02_211_07,Su_2014_Y_2_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y14_236_07,Su_2013_Y_14_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y13_236_07,Su_2013_Y_13_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y15_236_07,Su_2013_Y_15_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY03_279_07,Su_2014_Y_3_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY01_211_08,Su_2014_Y_1_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY02_211_08,Su_2014_Y_2_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y14_236_08,Su_2013_Y_14_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y13_236_08,Su_2013_Y_13_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y15_236_08,Su_2013_Y_15_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY03_279_08,Su_2014_Y_3_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY01_211_09,Su_2014_Y_1_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY02_211_09,Su_2014_Y_2_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y13_236_09,Su_2013_Y_13_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY03_279_09,Su_2014_Y_3_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY01_211_10,Su_2014_Y_1_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY02_211_10,Su_2014_Y_2_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y13_236_10,Su_2013_Y_13_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y14_236_10,Su_2013_Y_14_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY03_279_10,Su_2014_Y_3_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY01_211_11,Su_2014_Y_1_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY02_211_11,Su_2014_Y_2_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y13_236_11,Su_2013_Y_13_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y15_236_11,Su_2013_Y_15_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY03_279_11,Su_2014_Y_3_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY01_211_12,Su_2014_Y_1_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY02_211_12,Su_2014_Y_2_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y13_236_12,Su_2013_Y_13_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y15_236_12,Su_2013_Y_15_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY03_279_12,Su_2014_Y_3_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY01_211_13,Su_2014_Y_1_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY02_211_13,Su_2014_Y_2_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y14_236_13,Su_2013_Y_14_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y13_236_13,Su_2013_Y_13_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y15_236_13,Su_2013_Y_15_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY03_279_13,Su_2014_Y_3_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY01_211_14,Su_2014_Y_1_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY02_211_14,Su_2014_Y_2_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y14_236_14,Su_2013_Y_14_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y13_236_14,Su_2013_Y_13_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y15_236_14,Su_2013_Y_15_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY03_279_14,Su_2014_Y_3_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY01_211_15,Su_2014_Y_1_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY02_211_15,Su_2014_Y_2_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y13_236_15,Su_2013_Y_13_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y15_236_15,Su_2013_Y_15_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY03_279_15,Su_2014_Y_3_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY01_211_16,Su_2014_Y_1_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY02_211_16,Su_2014_Y_2_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y13_236_16,Su_2013_Y_13_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y15_236_16,Su_2013_Y_15_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY03_279_16,Su_2014_Y_3_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY01_211_17,Su_2014_Y_1_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY02_211_17,Su_2014_Y_2_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y13_236_17,Su_2013_Y_13_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y14_236_17,Su_2013_Y_14_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y15_236_17,Su_2013_Y_15_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY03_279_17,Su_2014_Y_3_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY01_211_18,Su_2014_Y_1_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY02_211_18,Su_2014_Y_2_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y13_236_18,Su_2013_Y_13_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y15_236_18,Su_2013_Y_15_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY03_279_18,Su_2014_Y_3_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY01_211_19,Su_2014_Y_1_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY02_211_19,Su_2014_Y_2_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y13_236_19,Su_2013_Y_13_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y14_236_19,Su_2013_Y_14_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y15_236_19,Su_2013_Y_15_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY03_279_19,Su_2014_Y_3_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY01_211_20,Su_2014_Y_1_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY02_211_20,Su_2014_Y_2_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y13_236_20,Su_2013_Y_13_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y14_236_20,Su_2013_Y_14_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013_OCP_Y15_236_20,Su_2013_Y_15_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY03_279_20,Su_2014_Y_3_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY01_211_21,Su_2014_Y_1_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY02_211_21,Su_2014_Y_2_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY03_279_21,Su_2014_Y_3_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY01_211_22,Su_2014_Y_1_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014OCPY02_211_22,Su_2014_Y_2_E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
